gbifID,decimalLatitude,decimalLongitude
2235489998,40.064644,-75.226433
2235469466,40.11639,-75.307027
2028514557,40.606835,-75.37881
2028514417,40.602889,-75.377872
2013117427,40.405,-75.711
2013117261,40.405,-75.711
2013117146,40.405,-75.71
2013116875,40.405,-75.711
2013116874,40.405039,-75.713364
2013116847,40.405039,-75.713364
2013116707,40.45,-75.711
2005354025,37.562304,126.988334
1993780493,37.560997,126.963525
1993780122,37.737273,127.055471
1993779964,37.80788,127.059318
1993779176,37.73676,127.053792
1993776014,37.738064,127.056681
1993775787,37.73608,127.050125
1993775492,37.73832,127.053245
1993775364,37.744617,127.056236
1993775278,37.744962,127.056389
1993774375,37.553759,126.98097
1993774374,37.738098,127.033682
1993708751,40.046292,-75.196774
1993707036,37.736972,127.053725
1993706250,37.548447,127.03916
1990622713,38.012575,114.442715
1990527507,32.072551,114.214928
1990514234,40.554597,-76.114992
1986532401,40.502619,-76.261196
1986504043,39.70765,119.166625
1978834605,40.674181,-75.249287
1978421274,40.209978,-75.279512
1978421273,40.209975,-75.279229
1978419821,40.20995,-75.279395
1978419604,40.207505,-75.279675
1978418362,40.209975,-75.27973
1978418089,40.20998,-75.279409
1978418087,40.107626,-76.310515
1978417338,40.209885,-75.279451
1978416950,40.209983,-75.279719
1978416586,40.209892,-75.279418
1950020365,40.444579,-75.457822
1950020150,40.44773,-75.457394
1950019998,40.446362,-75.458016
1950019973,40.446996,-75.458128
1950001248,40.413601,-75.671944
1948767100,40.430334,-75.263807
1946198455,32.056461,118.885925
1945465879,35.827,128.763
1945443870,40.493013,-75.81623
1944401947,40.38123,-76.057615
1944389504,37.459917,128.143182
1944389491,37.459917,128.143182
1944389484,37.459917,128.143182
1944389458,37.459917,128.143182
1944389457,37.459917,128.143182
1944389454,37.491757,127.98493
1944389444,37.491757,127.98493
1944389440,37.459917,128.143182
1944389432,37.491757,127.98493
1944389428,37.491757,127.98493
1944389424,37.491757,127.98493
1944389422,37.491757,127.98493
1944389417,37.491757,127.98493
1944389410,37.459917,128.143182
1944389390,37.459917,128.143182
1944389385,37.491757,127.98493
1944389381,37.459917,128.143182
1944389371,37.459917,128.143182
1944389360,37.491757,127.98493
1944389357,37.459917,128.143182
1944389344,37.491757,127.98493
1944389210,37.491757,127.98493
1944389135,37.491757,127.98493
1944389133,37.491757,127.98493
1944389127,37.491757,127.98493
1944389124,37.459917,128.143182
1944389119,37.491757,127.98493
1944389118,37.459917,128.143182
1944389115,37.491757,127.98493
1944389101,37.491757,127.98493
1944389073,37.459917,128.143182
1944389070,37.491757,127.98493
1944161784,40.4139,-75.6728
1944040926,40.4139,-75.6728
1941300959,40.4139,-75.6728
1935591800,40.039173,-75.482688
1933599823,39.824081,-75.674347
1933595036,40.60817,-75.37307
1933586013,36.778609,126.471218
1933569436,36.77959,126.470927
1933569409,36.779176,126.470641
1933569374,36.77958,126.470926
1933562594,36.480908,126.640497
1932352841,40.689577,-75.855922
1932350524,37.652374,115.646855
1932348379,40.511071,-76.099695
1932347008,40.560183,-76.058943
1932346481,40.560321,-76.058704
1932343058,40.393863,-75.239953
1932338188,36.77958,126.470948
1932336027,40.457325,-75.728172
1932326057,40.368532,-75.242741
1932322944,38.124616,128.628045
1932318021,40.108334,-75.121712
1931516747,40.526818,-76.224513
1931515917,40.090295,-75.224946
1931496734,39.987934,116.209216
1931494059,40.200346,-75.26052
1931480205,36.777841,126.443357
1920846642,40.370346,-76.077023
1920832416,40.101167,-75.242128
1920830846,40.307679,-75.178397
1920828654,40.416744,-76.102091
1920828582,40.415662,-76.096887
1920828519,40.416121,-76.093176
1920828484,40.416142,-76.094184
1920823685,40.313874,-76.016494
1920820994,40.108334,-75.121712
1920818386,40.687318,-75.213892
1920811598,40.605075,-75.626624
1920799908,40.102342,-76.078914
1914364755,40.141818,-75.650012
1914363584,40.088704,-75.39482
1914359049,40.039182,-75.482643
1914351077,40.511082,-76.099736
1914350763,40.370445,-76.077087
1914350420,40.384225,-76.069356
1914350326,40.381467,-76.062195
1914338887,40.19829,-75.79314
1914337053,40.565828,-75.522972
1914335255,40.39101,-75.920596
1914335111,40.580514,-75.728938
1914332600,40.57473,-75.557922
1914329262,39.955196,-75.186339
1914328913,40.274643,-75.455132
1914328657,40.500244,-75.704445
1914249217,41.229141,-75.457726
1914247434,39.997182,-75.666049
1914243893,39.933334,-75.832039
1914240661,40.111989,-75.591055
1914237432,36.741817,126.586807
1914237180,37.221878,110.359567
1914232242,40.581695,-75.708612
1914231105,36.789025,126.592817
1914228882,36.615378,127.467933
1914225183,40.370855,-76.032562
1914224877,39.862152,116.305415
1914224308,40.186681,-75.514458
1914216201,36.113144,120.509529
1914214567,40.112098,-75.112947
1914205660,40.124339,-75.459687
1914205170,40.36991,-76.043809
1914205142,40.373105,-76.053361
1914205069,40.372197,-76.053816
1914204966,40.372806,-76.053082
1914203984,40.186681,-75.514458
1914203921,40.186697,-75.51434
1914203286,40.186792,-75.514404
1914201937,40.186591,-75.514446
1913715721,40.186571,-75.514369
1913715578,40.18664,-75.514471
1913715576,40.186665,-75.514454
1913715510,40.186634,-75.514476
1913715443,40.186521,-75.514441
1913715401,40.186793,-75.51409
1913715354,40.186551,-75.514425
1913712518,40.18546,-75.520607
1913711280,40.186512,-75.514486
1913710633,40.186663,-75.514416
1913710498,40.186702,-75.514468
1913710449,40.186492,-75.514562
1913710434,40.186671,-75.514502
1913710396,40.186678,-75.514409
1913710317,40.186732,-75.514474
1913709605,39.968764,116.390551
1913705987,40.044116,-75.441465
1913700361,40.577219,-75.62527
1913676800,40.027747,-76.216462
1913202577,36.778423,126.473125
1913200798,40.33162,-74.9411
1913200564,40.328533,-74.943612
1913198586,40.095836,-75.42875
1913197158,36.775276,126.464996
1913196619,36.774632,126.465176
1913191025,36.779525,126.47071
1913184597,35.831422,129.289245
1913178611,36.779568,126.470772
1913173674,40.313511,-75.833473
1913169404,35.844022,128.560881
1913163093,40.374292,-76.035827
1913163051,40.372048,-76.034153
1913160195,39.952387,116.474808
1901081748,40.6012,-75.500722
1901068884,36.702985,126.427288
1901068837,36.702923,126.427293
1901064654,35.84666,127.177141
1901062613,40.252799,-80.01461
1901052859,40.358068,-76.412868
1901050730,36.74161,126.588152
1901047613,40.039013,-75.266526
1901045423,40.095797,-75.603928
1899810953,36.4191,127.391959
1899807451,40.636495,-75.388717
1899799732,36.779307,126.469707
1899797880,40.199802,-75.784851
1899785551,36.702937,126.427218
1899781019,40.193298,-75.456187
1899771285,40.054921,-75.013093
1899768183,36.779343,126.471638
1898828995,36.776608,126.470983
1898824291,40.037465,-75.691386
1898819784,40.303632,-75.45732
1898815823,40.213703,-75.780974
1898810821,40.211946,-75.429234
1898803096,40.245374,-75.64963
1898800175,40.284407,-75.448056
1898798652,36.787027,126.450668
1891353667,40.36947,-75.935238
1891352943,40.492849,-75.816219
1891350793,40.252811,-75.474933
1891337618,36.741778,126.58801
1891336882,36.741847,126.58366
1891324308,40.530135,-75.859165
1891306754,40.254526,-75.511964
1890726726,36.703462,126.426458
1890726705,36.702988,126.427097
1890712061,36.385453,127.26773
1890707029,40.086643,-75.444093
1890705266,40.162659,-75.463974
1890700122,36.748292,126.445537
1890699806,36.742065,126.583125
1890699805,36.742077,126.58314
1890685922,40.095128,-75.466031
1890678645,36.754713,128.077453
1890678602,36.754675,128.07747
1890095978,34.384883,109.258118
1890095977,34.389013,109.269573
1890084214,40.254933,-75.51138
1890081725,36.742303,126.58356
1890073761,36.809662,126.380318
1890052331,40.138583,-75.327903
1890052004,40.510885,-76.099695
1890051972,40.511058,-76.099693
1890038504,40.312774,-75.436459
1890036340,35.16119,128.095468
1890036029,36.70254,126.428066
1890034904,36.741439,126.584342
1883965534,40.736084,-75.308601
1883958805,36.74174,126.588209
1883933335,40.216298,-75.55114
1883560633,36.779289,126.469803
1883556807,36.748128,126.458786
1883556705,36.779464,126.470939
1883556259,40.335648,-75.926875
1883553601,36.779277,126.470088
1883546134,40.216658,-75.786273
1883544928,36.702857,126.427867
1883538993,36.703395,126.426497
1883530379,36.742812,126.583555
1883530259,36.742013,126.583535
1883504841,36.779305,126.470025
1883501159,40.789234,-75.608086
1883491308,36.613267,127.465814
1883478950,40.259106,-75.821037
1883472169,35.161475,128.09511
1883464402,40.338071,-75.422001
1883460998,40.23406,-75.687055
1883460774,40.143786,-75.509155
1880656609,35.160592,128.095815
1880655436,36.49876,127.166331
1880642639,40.511744,-76.104269
1880640071,36.778972,126.472592
1880639966,36.779775,126.470443
1880616696,36.779792,126.470445
1880604240,36.742503,126.583545
1880604217,36.742497,126.58354
1880603753,36.742087,126.58367
1880603750,36.742743,126.583637
1880596697,35.915346,128.630869
1880587018,36.778528,126.472644
1880574671,36.746639,126.442436
1880570050,40.221635,-75.385804
1880567686,36.745689,126.447739
1880566901,36.719152,126.5235
1880564213,36.77997,126.47003
1880564147,36.780288,126.470338
1880562560,36.778441,126.472706
1880562547,36.778435,126.472703
1880556958,36.746822,126.444764
1880544788,40.239308,-75.51454
1880544180,40.312472,-75.435735
1880537864,36.778513,126.473142
1880533671,36.779255,126.469883
1880524299,36.77849,126.473045
1880512048,36.741403,126.585358
1880512040,36.741675,126.587219
1880508419,36.7427,126.583581
1880508203,36.741997,126.587478
1880487137,40.239409,-75.514237
1880483333,36.741408,126.5857
1880482877,36.775544,126.470536
1880480614,36.700764,126.426956
1880480219,36.779564,126.470939
1880479754,36.779308,126.468047
1850988102,36.779458,126.470558
1850983649,36.778687,126.472924
1850983354,35.915606,128.630861
1850976041,36.779408,126.472
1850975736,36.741727,126.587472
1850975625,36.74167,126.588227
1850974989,36.780636,126.469697
1850960176,36.787779,126.441933
1850921871,36.741668,126.586305
1850920817,36.741511,126.58528
1850912773,40.287666,-75.87719
1850911359,40.335648,-75.926875
1848798763,36.741593,126.587583
1848793505,35.915953,128.63022
1848783942,36.020316,126.984075
1848775339,36.779743,126.470488
1847624290,36.779682,126.470597
1847611802,36.741757,126.5857
1847578624,36.741703,126.5862
1847015846,40.336887,-75.10706
1847015822,40.336887,-75.10706
1846996502,40.413956,-75.92686
1846955173,40.614243,-75.59063
1846955155,40.413956,-75.92686
1846955149,40.413956,-75.92686
1846955148,40.413956,-75.92686
1846955140,40.413956,-75.92686
1846955139,40.413956,-75.92686
1846955138,40.413956,-75.92686
1846955136,40.413956,-75.92686
1846955131,40.413956,-75.92686
1846955128,40.413956,-75.92686
1846955125,40.413956,-75.92686
1846955124,40.614243,-75.59063
1846955117,40.413956,-75.92686
1846955114,40.413956,-75.92686
1846955112,40.413956,-75.92686
1846955110,40.413956,-75.92686
1846955107,40.413956,-75.92686
1846955106,40.413956,-75.92686
1846955104,40.413956,-75.92686
1846955102,40.614243,-75.59063
1846955098,40.413956,-75.92686
1846955097,40.413956,-75.92686
1846955094,40.413956,-75.92686
1846955092,40.413956,-75.92686
1846955089,40.413956,-75.92686
1846955083,40.21,-75.3702
1846955079,40.413956,-75.92686
1846955076,40.413956,-75.92686
1846955075,40.413956,-75.92686
1846955059,40.413956,-75.92686
1846955058,40.413956,-75.92686
1846955054,40.413956,-75.92686
1846955052,40.413956,-75.92686
1838329074,40.41152,-75.65998
1808577760,,
1808577759,,
1808577717,,
1808577304,,
1808577272,,
1808577140,,
1808577116,,
1808577103,,
1808576942,,
1808576918,,
1808576654,,
1808576524,,
1808575918,,
1808575416,,
1808574898,,
1808574836,,
1808574819,,
1808573380,,
1808573328,,
1808573323,,
1808573244,,
1808573241,,
1808573209,,
1808573200,,
1808573194,,
1808573190,,
1808573168,,
1808573119,,
1808573099,,
1808573082,,
1808572900,,
1808572885,,
1808572884,,
1808572600,,
1808572571,,
1808572361,,
1808572331,,
1808572225,,
1808571710,,
1808571649,,
1808571618,,
1808571429,,
1808571419,,
1808571395,,
1808571393,,
1808571380,,
1808571366,,
1808571341,,
1808571338,,
1808571287,,
1808571285,,
1808571275,,
1808571255,,
1808571090,,
1808570990,,
1808454980,,
1808454924,,
1808454864,,
1808454787,,
1808451306,,
1808451163,,
1808451041,,
1808436980,,
1808436216,,
1804968162,,
1802670805,29.350942,110.408888
1703208638,40.446555,-75.45805
1702489786,40.192783,-75.457175
1702478372,40.429371,-75.337101
1702455790,35.842585,129.231911
1699375198,36.779669,126.467169
1699375003,40.62248,-75.381895
1699374939,36.779667,126.470811
1677335151,40.203628,-75.392517
1677334489,40.135293,-75.517621
1677331262,40.357392,-75.58248
1677299679,37.459666,128.143072
1671728900,37.548054,126.912498
1668839756,40.276147,-75.735305
1640120321,40.334152,-75.63772
1640031265,33.874956,109.024785
1621805624,37.548056,126.912778
1621777128,35.917845,128.623236
1586931802,40.43653,-75.585787
1586928951,40.234036,-75.684737
1586112176,36.525743,127.244639
1572383004,40.501949,-75.701108
1572331551,39.895207,116.398273
1572330823,36.741751,126.586677
1571064607,35.83281,128.482318
1453122947,40.372548,-75.622016
1453108689,37.562222,126.945557
1453096850,34.35781,109.230542
1453096627,37.564724,126.946663
1323000801,37.567501,126.893059
1322999959,40.592449,-75.521499
1315073911,37.566679,126.890005
1305151266,36.741786,126.588169
1305151232,36.743303,126.583711
1305141376,36.615584,127.354295
1305127581,40.38061,-75.719145
1291667075,36.742321,126.443461
1291137584,37.175683,128.443179
1291097971,37.506868,126.947055
1273848455,31.230416,121.473701
1227764640,36.749407,126.608763
1227764236,36.192858,127.339225
1227763856,36.773267,126.615028
1227724060,36.745418,126.586747
1227723603,35.823102,128.483992
1227723600,36.416862,126.829605
1227723599,36.201326,127.34188
1144279440,37.529438,126.964493
1144276194,36.73597,126.583357
1019739957,,
1019739952,,
1019739945,,
1019739942,,
1019739938,,
1019739933,,
1008640477,36.35,136.37
1008640451,30.14,119.43
1008640426,29.03,121.02
1008640395,29.47,121.47
1008640360,31.37,121.23
1008640337,39.19,120.23
1008640309,39.07,117.12
1008640294,39.54,116.24
1008640270,36.13,127
1008640245,36.39,128.31
1008640220,36.32,128.47
1008640196,35.4,126.44
1008640169,35.25,126.43
1008640144,36.26,126.46
1008640120,36.44,127.15
1008640096,37.16,126.59
1008640075,37.47,126.16
1008640043,37.33,126.56
1008640020,36.35,136.37
1008640000,30.14,119.43
1008639969,29.03,121.02
1008639937,29.47,121.47
1008639913,31.37,121.23
1008639887,39.19,120.23
1008639863,39.07,117.12
1008639841,39.54,116.24
1008639817,36.13,127
1008639788,36.39,128.31
1008639762,36.32,128.47
1008639737,35.4,126.44
1008639716,35.25,126.43
1008639681,36.26,126.46
1008639658,36.44,127.15
1008639632,37.16,126.59
1008639608,37.47,126.16
1008639589,37.33,126.56
1007237283,37.45,127.9
1007237124,37.45,127.9
1007237053,37.45,127.9
1007232427,37.39,127.5
1007232423,37.35,127.03
1007232401,37.45,127.9
1007232293,37.39,127.5
1007232288,37.39,127.5
1007232179,36.22,127.22
910530392,31.221944,121.457778
910530386,27.666667,117.666667
910530385,27.666667,117.666667
910530384,27.666667,117.666667
910530381,27.666667,117.666667
910530378,27.666667,117.666667
910530377,27.666667,117.666667
910530371,27.666667,117.666667
910530370,,
910530369,,
910530367,27.666667,117.666667
893328282,,
893328281,,
893328280,,
893328276,,
893328275,,
893328274,,
893328273,,
893328272,,
893328271,,
893328270,,
893328269,,
893328268,,
893328267,,
893328266,,
893328265,,
893328264,,
893328263,,
893328262,,
893328261,,
864920397,,
620659404,,
620659403,,
620659402,,
620659401,,
620659400,,
620659399,,
620659398,,
620659397,,
620659396,,
620659395,,
620659394,,
620659393,,
